title,rating,ratingLevel,release year,user rating score,user rating size,sceneDesc,kids_audience_fit,youth_audience_fit,adult_audience_fit,genre,country,imdbRating,imdbVotes,rating_num,type_cat,audience_segment_cat,type_movie,type_tv,type_unknown,audience_segment_Adults,audience_segment_Family,audience_segment_Kids,audience_segment_Teens
Larva,TV-G,Suitable for all ages.,2015,,82,,1.0,0.2,0.2,,,,,1.2,tv,Kids,False,True,False,False,False,True,False
Sid the Science Kid,TV-Y,Suitable for all ages.,2008,,82,,1.0,0.2,0.2,,,,,1.3,tv,Kids,False,True,False,False,False,True,False
Minions,PG,Parental guidance suggested. May not be suitable for children.,2015,96.0,80,action and rude humor,0.7,0.7,0.4,"Animation, Adventure, Comedy","United States, France",6.4,"281,964",3.1,movie,Family,True,False,False,False,True,False,False
The Little Prince,PG,Parental guidance suggested. May not be suitable for children.,2015,71.0,80,mild thematic elements,0.7,0.7,0.4,"Animation, Adventure, Comedy","France, China, Canada, United States",7.6,"70,308",3.1,movie,Family,True,False,False,False,True,False,False
Word Party,TV-Y,Suitable for all ages.,2016,,82,,1.0,0.2,0.2,,,,,1.3,tv,Kids,False,True,False,False,False,True,False
Cool Runnings,PG,Parental guidance suggested. May not be suitable for children.,1993,81.0,80,,0.7,0.7,0.4,"Adventure, Comedy, Family",United States,7.0,"122,391",3.1,movie,Family,True,False,False,False,True,False,False
Homeward Bound: The Incredible Journey,G,General Audiences. Suitable for all ages.,1993,96.0,80,,1.0,0.2,0.2,"Adventure, Comedy, Drama",United States,7.0,"54,161",1.1,movie,Kids,True,False,False,False,False,True,False
Anastasia,G,General Audiences. Suitable for all ages.,1997,93.0,80,,1.0,0.2,0.2,"Animation, Adventure, Drama",United States,7.2,"146,017",1.1,movie,Kids,True,False,False,False,False,True,False
Missione Hamburger,PG,Parental guidance suggested. May not be suitable for children.,1997,75.0,80,"language, some comic violence and mild sex-related humor",0.7,0.7,0.4,,,,,3.1,movie,Family,True,False,False,False,True,False,False
Curious George,G,General Audiences. Suitable for all ages.,2006,55.0,80,,1.0,0.2,0.2,"Animation, Adventure, Comedy","United States, Germany, Taiwan, France, Philippines, South Korea, Canada, United Kingdom",6.5,"19,044",1.1,movie,Kids,True,False,False,False,False,True,False
Secret of the Wings,G,General Audiences. Suitable for all ages.,2012,65.0,80,,1.0,0.2,0.2,"Animation, Family, Fantasy","United States, India",7.0,"15,741",1.1,movie,Kids,True,False,False,False,False,True,False
Clifford the Big Red Dog,TV-Y,Suitable for all ages.,2002,,82,,1.0,0.2,0.2,,,,,1.3,tv,Kids,False,True,False,False,False,True,False
Walt Disney Animation Studios Short Films Collection,TV-G,Suitable for all ages.,2015,84.0,80,,1.0,0.2,0.2,,,,,1.2,tv,Kids,False,True,False,False,False,True,False
Bunk'd,TV-G,Suitable for all ages.,2016,61.0,80,,1.0,0.2,0.2,,,,,1.2,tv,Kids,False,True,False,False,False,True,False
The BFG,PG,Parental guidance suggested. May not be suitable for children.,2016,97.0,80,"for action/peril, some scary moments and brief rude humor",0.7,0.7,0.4,"Adventure, Family, Fantasy","United States, India, United Kingdom",6.3,"98,409",3.1,movie,Family,True,False,False,False,True,False,False
The Real Ghostbusters,TV-Y7,Suitable for children ages 7 and older,1990,65.0,80,,1.0,0.2,0.2,,,,,2.1,tv,Kids,False,True,False,False,False,True,False
Babe: Pig in the City,G,General Audiences. Suitable for all ages.,1998,,82,,1.0,0.2,0.2,,,,,1.1,movie,Kids,True,False,False,False,False,True,False
The Prince of Egypt,PG,Parental guidance suggested. May not be suitable for children.,1998,81.0,80,intense scenes dealing with strong content,0.7,0.7,0.4,"Animation, Adventure, Drama","United States, Canada",7.2,"158,262",3.1,movie,Family,True,False,False,False,True,False,False
Paulie,PG,Parental guidance suggested. May not be suitable for children.,1998,,82,,0.7,0.7,0.4,"Adventure, Comedy, Drama",United States,6.5,"17,125",3.1,movie,Family,True,False,False,False,True,False,False
The Road to El Dorado,PG,Parental guidance suggested. May not be suitable for children.,2000,91.0,80,mild thematic material and language,0.7,0.7,0.4,"Animation, Adventure, Comedy","United States, Canada, France",6.9,"118,185",3.1,movie,Family,True,False,False,False,True,False,False
Fantasia 2000,G,General Audiences. Suitable for all ages.,2000,,82,,1.0,0.2,0.2,,,,,1.1,movie,Kids,True,False,False,False,False,True,False
Pocahontas II: Journey to a New World,TV-G,Suitable for all ages.,1998,64.0,80,,1.0,0.2,0.2,,,,,1.2,tv,Kids,False,True,False,False,False,True,False
Fantasia,G,General Audiences. Suitable for all ages.,1940,61.0,80,,1.0,0.2,0.2,"Animation, Family, Fantasy",United States,7.7,"110,233",1.1,movie,Kids,True,False,False,False,False,True,False
An American Tail,G,General Audiences. Suitable for all ages.,1986,67.0,80,,1.0,0.2,0.2,"Animation, Adventure, Comedy",United States,6.9,"61,031",1.1,movie,Kids,True,False,False,False,False,True,False
Pooh's Grand Adventure: The Search for Christopher Robin,G,General Audiences. Suitable for all ages.,1997,,82,,1.0,0.2,0.2,"Animation, Adventure, Comedy, Family, Musical",USA,7.1,"5,457",1.1,movie,Kids,True,False,False,False,False,True,False
FernGully 2: The Magical Rescue,G,General Audiences. Suitable for all ages.,1998,,82,,1.0,0.2,0.2,"Animation, Adventure, Family, Fantasy",USA,4.6,"1,424",1.1,movie,Kids,True,False,False,False,False,True,False
Balto 2: Wolf Quest,G,General Audiences. Suitable for all ages.,2001,,82,,1.0,0.2,0.2,,,,,1.1,movie,Kids,True,False,False,False,False,True,False
Balto,G,General Audiences. Suitable for all ages.,1995,64.0,80,,1.0,0.2,0.2,"Animation, Adventure, Drama",United States,7.1,"51,603",1.1,movie,Kids,True,False,False,False,False,True,False
Back to the Secret Garden,G,General Audiences. Suitable for all ages.,2002,,82,,1.0,0.2,0.2,,,,,1.1,movie,Kids,True,False,False,False,False,True,False
The Brave Little Toaster Goes to Mars,G,General Audiences. Suitable for all ages.,1998,,82,,1.0,0.2,0.2,,,,,1.1,movie,Kids,True,False,False,False,False,True,False
The Brave Little Toaster to the Rescue,G,General Audiences. Suitable for all ages.,1997,,82,,1.0,0.2,0.2,,,,,1.1,movie,Kids,True,False,False,False,False,True,False
An American Tail: The Mystery of the Night Monster,G,General Audiences. Suitable for all ages.,1999,,82,,1.0,0.2,0.2,"Animation, Adventure, Family, Mystery",USA,6.0,"1,069",1.1,movie,Kids,True,False,False,False,False,True,False
An American Tail: Fievel Goes West,G,General Audiences. Suitable for all ages.,1991,,82,,1.0,0.2,0.2,"Animation, Adventure, Family","United States, United Kingdom",6.5,"29,311",1.1,movie,Kids,True,False,False,False,False,True,False
The Last Unicorn,G,General Audiences. Suitable for all ages.,1982,,82,,1.0,0.2,0.2,"Animation, Adventure, Drama","United Kingdom, United States, Japan",7.3,"32,143",1.1,movie,Kids,True,False,False,False,False,True,False
Brother Bear 2,G,General Audiences. Suitable for all ages.,2006,57.0,80,,1.0,0.2,0.2,"Animation, Adventure, Comedy, Family, Fantasy, Romance",USA,6.2,"15,778",1.1,movie,Kids,True,False,False,False,False,True,False
The Fox and the Hound 2,G,General Audiences. Suitable for all ages.,2006,,82,,1.0,0.2,0.2,"Animation, Adventure, Comedy, Family, Musical",USA,5.3,"4,449",1.1,movie,Kids,True,False,False,False,False,True,False
Jetsons: The Movie,G,General Audiences. Suitable for all ages.,1990,,82,,1.0,0.2,0.2,"Animation, Comedy, Family","United States, Taiwan, Philippines, China",5.6,"6,081",1.1,movie,Kids,True,False,False,False,False,True,False
A Monster in Paris,PG,Parental guidance suggested. May not be suitable for children.,2011,,82,"some action violence involving gunplay, and mild rude humor",0.7,0.7,0.4,"Animation, Adventure, Comedy","France, Belgium",6.7,"23,837",3.1,movie,Family,True,False,False,False,True,False,False
The Gruffalo,TV-Y,Suitable for all ages.,2009,,82,,1.0,0.2,0.2,,,,,1.3,tv,Kids,False,True,False,False,False,True,False
DreamWorks How to Train Your Dragon Legends,TV-PG,Parental guidance suggested. May not be suitable for all children.,2011,,82,,0.7,0.7,0.4,,,,,3.2,tv,Family,False,True,False,False,True,False,False
Ernest & Celestine,PG,Parental guidance suggested. May not be suitable for children.,2012,,82,some scary moments,0.7,0.7,0.4,"Animation, Adventure, Comedy","France, Belgium, Luxembourg, United States",7.8,"23,596",3.1,movie,Family,True,False,False,False,True,False,False
Animaniacs,TV-Y7,Suitable for children ages 7 and older,1997,72.0,80,,1.0,0.2,0.2,,,,,2.1,tv,Kids,False,True,False,False,False,True,False
Disney Animation Collection: Vol. 4: The Tortoise and the Hare,TV-G,Suitable for all ages.,2009,,82,,1.0,0.2,0.2,,,,,1.2,tv,Kids,False,True,False,False,False,True,False
PopPixie,TV-G,Suitable for all ages.,2011,,82,,1.0,0.2,0.2,,,,,1.2,tv,Kids,False,True,False,False,False,True,False
Jack and the Cuckoo-Clock Heart,PG,Parental guidance suggested. May not be suitable for children.,2013,,82,"scary images, suggestive material, some language and smoking",0.7,0.7,0.4,"Animation, Adventure, Drama","France, Belgium",6.9,"7,999",3.1,movie,Family,True,False,False,False,True,False,False
The Pirate Fairy,G,General Audiences. Suitable for all ages.,2014,57.0,80,,1.0,0.2,0.2,"Animation, Adventure, Family, Fantasy",USA,6.6,"12,366",1.1,movie,Kids,True,False,False,False,False,True,False
Axel: The Biggest Little Hero,PG,Parental guidance suggested. May not be suitable for children.,2013,,82,"some scary images, perilous action sequences and mild rude humor",0.7,0.7,0.4,"Animation, Adventure, Comedy",China,4.7,155,3.1,movie,Family,True,False,False,False,True,False,False
The Adventures of Figaro Pho,TV-Y7,Suitable for children ages 7 and older,2015,,82,,1.0,0.2,0.2,,,,,2.1,tv,Kids,False,True,False,False,False,True,False
The Boxcar Children,G,General Audiences. Suitable for all ages.,2014,,82,,1.0,0.2,0.2,"Animation, Adventure, Family","United States, Guatemala, South Korea",6.5,641,1.1,movie,Kids,True,False,False,False,False,True,False
Pet Pals in Windland,TV-G,Suitable for all ages.,2014,,82,,1.0,0.2,0.2,,,,,1.2,tv,Kids,False,True,False,False,False,True,False
Alpha and Omega: Dino Digs,TV-G,Suitable for all ages.,2016,,82,,1.0,0.2,0.2,,,,,1.2,tv,Kids,False,True,False,False,False,True,False
Quackerz,PG,Parental guidance suggested. May not be suitable for children.,2016,,82,"rude and suggestive humor, and some action",0.7,0.7,0.4,"Animation, Adventure, Comedy","Russia, China, Canada, Estonia, Spain, Peru",4.3,762,3.1,movie,Family,True,False,False,False,True,False,False
Hatched,TV-Y7,Suitable for children ages 7 and older,2013,,82,,1.0,0.2,0.2,,,,,2.1,tv,Kids,False,True,False,False,False,True,False
Blinky Bill: The Movie,PG,Parental guidance suggested. May not be suitable for children.,2015,,82,some rude humor,0.7,0.7,0.4,"Animation, Adventure, Family","Australia, Ireland, India",5.1,922,3.1,movie,Family,True,False,False,False,True,False,False
FernGully: The Last Rainforest,G,General Audiences. Suitable for all ages.,1992,70.0,80,,1.0,0.2,0.2,"Animation, Adventure, Family","Australia, United States, South Korea, Taiwan, United Kingdom, France, Canada, Thailand, Denmark",6.6,"37,034",1.1,movie,Kids,True,False,False,False,False,True,False
The Lizzie McGuire Movie,PG,Parental guidance suggested. May not be suitable for children.,2003,,82,mild thematic elements,0.7,0.7,0.4,"Adventure, Comedy, Family",United States,5.6,"43,801",3.1,movie,Family,True,False,False,False,True,False,False
Recess: Taking the Fifth Grade,G,General Audiences. Suitable for all ages.,2003,,82,,1.0,0.2,0.2,"Animation, Comedy, Family",USA,6.8,"1,935",1.1,movie,Kids,True,False,False,False,False,True,False
The Very Hungry Caterpillar and Other Stories,TV-Y,Suitable for all ages.,1993,,82,,1.0,0.2,0.2,,,,,1.3,tv,Kids,False,True,False,False,False,True,False
The Hero of Color City,G,General Audiences. Suitable for all ages.,2014,,82,,1.0,0.2,0.2,"Animation, Adventure, Family",United States,3.9,808,1.1,movie,Kids,True,False,False,False,False,True,False
The Little Engine That Could,G,General Audiences. Suitable for all ages.,2011,,82,,1.0,0.2,0.2,"Animation, Family","United States, India",5.6,440,1.1,movie,Kids,True,False,False,False,False,True,False
Delhi Safari,PG,Parental guidance suggested. May not be suitable for children.,2012,,82,"violence and menacing action, rude humor, suggestive content and thematic elements",0.7,0.7,0.4,"Animation, Adventure, Comedy",India,5.5,"2,131",3.1,movie,Family,True,False,False,False,True,False,False
Pound Puppies,TV-Y,Suitable for all ages.,2013,,82,,1.0,0.2,0.2,,,,,1.3,tv,Kids,False,True,False,False,False,True,False
Monster Math Squad,TV-G,Suitable for all ages.,2012,,82,,1.0,0.2,0.2,,,,,1.2,tv,Kids,False,True,False,False,False,True,False
Care Bears: Welcome to Care-a-Lot,TV-Y,Suitable for all ages.,2012,,82,,1.0,0.2,0.2,,,,,1.3,tv,Kids,False,True,False,False,False,True,False
Clifford's Puppy Days,TV-Y,Suitable for all ages.,2003,,82,,1.0,0.2,0.2,,,,,1.3,tv,Kids,False,True,False,False,False,True,False
Dinosaur King,TV-Y7-FV,Suitable for children ages 7 and older.  Content contains fantasy violence.,2008,,82,,1.0,0.2,0.2,,,,,2.2,tv,Kids,False,True,False,False,False,True,False
Ribbit,PG,Parental guidance suggested. May not be suitable for children.,2014,,82,some peril,0.7,0.7,0.4,"Animation, Adventure, Comedy","Malaysia, United States, India",4.1,757,3.1,movie,Family,True,False,False,False,True,False,False
Rooster Doodle-doo,TV-G,Suitable for all ages.,2014,,82,,1.0,0.2,0.2,,,,,1.2,tv,Kids,False,True,False,False,False,True,False
My Animal Friends,TV-Y,Suitable for all ages.,2013,,82,,1.0,0.2,0.2,,,,,1.3,tv,Kids,False,True,False,False,False,True,False
Worms,PG,Parental guidance suggested. May not be suitable for children.,2013,,82,,0.7,0.7,0.4,"Animation, Adventure, Family","Brazil, United States",4.8,231,3.1,movie,Family,True,False,False,False,True,False,False
Puffin Rock,TV-Y,Suitable for all ages.,2016,,82,,1.0,0.2,0.2,,,,,1.3,tv,Kids,False,True,False,False,False,True,False
The Mr. Peabody and Sherman Show,TV-Y7,Suitable for children ages 7 and older,2017,,82,,1.0,0.2,0.2,,,,,2.1,tv,Kids,False,True,False,False,False,True,False
Zoobabu,TV-Y,Suitable for all ages.,2010,,82,,1.0,0.2,0.2,,,,,1.3,tv,Kids,False,True,False,False,False,True,False
Gon,TV-G,Suitable for all ages.,2013,,82,,1.0,0.2,0.2,,,,,1.2,tv,Kids,False,True,False,False,False,True,False
Sid the Science Kid: The Movie,TV-Y,Suitable for all ages.,2012,,82,,1.0,0.2,0.2,,,,,1.3,tv,Kids,False,True,False,False,False,True,False
LEGO Jurassic World: The Indominus Escape,TV-Y7,Suitable for children ages 7 and older,2016,,82,,1.0,0.2,0.2,,,,,2.1,tv,Kids,False,True,False,False,False,True,False
Harry and the Hendersons,PG,Parental guidance suggested. May not be suitable for children.,1987,58.0,80,,0.7,0.7,0.4,"Comedy, Family, Fantasy",United States,6.1,"39,544",3.1,movie,Family,True,False,False,False,True,False,False
Cats & Dogs,PG,Parental guidance suggested. May not be suitable for children.,2001,,82,animal action and humor,0.7,0.7,0.4,"Action, Adventure, Comedy","United States, Australia",5.2,"65,108",3.1,movie,Family,True,False,False,False,True,False,False
Atlantis: The Lost Empire,PG,Parental guidance suggested. May not be suitable for children.,2001,96.0,80,action violence,0.7,0.7,0.4,"Animation, Action, Adventure","United States, Japan",6.9,"145,597",3.1,movie,Family,True,False,False,False,True,False,False
Tarzan & Jane,G,General Audiences. Suitable for all ages.,2002,,82,,1.0,0.2,0.2,"Animation, Adventure, Family",USA,5.3,"5,919",1.1,movie,Kids,True,False,False,False,False,True,False
Atlantis: Milo's Return,G,General Audiences. Suitable for all ages.,2003,79.0,80,,1.0,0.2,0.2,"Animation, Action, Adventure, Comedy, Drama, Family, Fantasy, Sci-Fi",USA,5.1,"8,573",1.1,movie,Kids,True,False,False,False,False,True,False
Batched,G,General Audiences. Suitable for all ages.,2000,,82,,1.0,0.2,0.2,,,,,1.1,movie,Kids,True,False,False,False,False,True,False
Winnie the Pooh: Springtime with Roo,G,General Audiences. Suitable for all ages.,2004,,82,,1.0,0.2,0.2,,,,,1.1,movie,Kids,True,False,False,False,False,True,False
Pooh's Heffalump Movie,G,General Audiences. Suitable for all ages.,2005,,82,,1.0,0.2,0.2,"Animation, Adventure, Comedy","United States, Japan, Germany, Canada, France, United Kingdom",6.4,"9,229",1.1,movie,Kids,True,False,False,False,False,True,False
Kronk's New Groove,G,General Audiences. Suitable for all ages.,2005,,82,,1.0,0.2,0.2,"Animation, Comedy, Family, Musical, Romance",USA,5.8,"12,034",1.1,movie,Kids,True,False,False,False,False,True,False
Corpse Bride,PG,Parental guidance suggested. May not be suitable for children.,2005,91.0,80,"some scary images and action, and brief mild language",0.7,0.7,0.4,"Animation, Comedy, Drama","United States, United Kingdom",7.4,"324,184",3.1,movie,Family,True,False,False,False,True,False,False
Disney Animation Collection: Vol. 2: Three Little Pigs,TV-G,Suitable for all ages.,2009,,82,,1.0,0.2,0.2,,,,,1.2,tv,Kids,False,True,False,False,False,True,False
Underdogs,PG,Parental guidance suggested. May not be suitable for children.,2013,,82,,0.7,0.7,0.4,"Animation, Adventure, Comedy","Argentina, Spain, United Kingdom, France, United States",6.4,"10,494",3.1,movie,Family,True,False,False,False,True,False,False
Yellowbird,PG,Parental guidance suggested. May not be suitable for children.,2014,,82,,0.7,0.7,0.4,"Animation, Adventure, Comedy","France, Belgium",5.5,"1,925",3.1,movie,Family,True,False,False,False,True,False,False
Mr. Magoo,PG,Parental guidance suggested. May not be suitable for children.,1997,,82,mild language and action sequences,0.7,0.7,0.4,"Adventure, Comedy, Family","United States, Canada",4.1,"16,840",3.1,movie,Family,True,False,False,False,True,False,False
Air Bud: World Pup,G,General Audiences. Suitable for all ages.,2000,,82,,1.0,0.2,0.2,,,,,1.1,movie,Kids,True,False,False,False,False,True,False
Baby's Day Out,PG,Parental guidance suggested. May not be suitable for children.,1994,71.0,80,mild language and comic action,0.7,0.7,0.4,"Adventure, Comedy, Crime",United States,6.2,"59,134",3.1,movie,Family,True,False,False,False,True,False,False
Blank Check,PG,Parental guidance suggested. May not be suitable for children.,1994,93.0,80,,0.7,0.7,0.4,"Comedy, Crime, Family",United States,5.3,"23,212",3.1,movie,Family,True,False,False,False,True,False,False
Heavyweights,PG,Parental guidance suggested. May not be suitable for children.,1995,74.0,80,some rude language and pranks,0.7,0.7,0.4,"Comedy, Drama, Family",United States,6.6,"31,972",3.1,movie,Family,True,False,False,False,True,False,False
Inspector Gadget 2,G,General Audiences. Suitable for all ages.,2003,,82,,1.0,0.2,0.2,"Action, Comedy, Crime, Family, Sci-Fi","USA, Australia",3.5,"5,882",1.1,movie,Kids,True,False,False,False,False,True,False
Air Bud: Spikes Back,G,General Audiences. Suitable for all ages.,2003,,82,,1.0,0.2,0.2,"Comedy, Family, Sport",Canada,4.1,"1,779",1.1,movie,Kids,True,False,False,False,False,True,False
D2: The Mighty Ducks,PG,Parental guidance suggested. May not be suitable for children.,1994,70.0,80,some mild language and rough hockey action,0.7,0.7,0.4,"Comedy, Drama, Family",United States,6.1,"44,720",3.1,movie,Family,True,False,False,False,True,False,False
"Honey, I Shrunk the Kids",PG,Parental guidance suggested. May not be suitable for children.,1989,80.0,80,,0.7,0.7,0.4,"Adventure, Comedy, Family","United States, Mexico",6.4,"175,324",3.1,movie,Family,True,False,False,False,True,False,False
Air Buddies,PG,Parental guidance suggested. May not be suitable for children.,2006,,82,"some mild, rude humor",0.7,0.7,0.4,"Adventure, Comedy, Family",USA,4.8,"3,445",3.1,movie,Family,True,False,False,False,True,False,False
Dr. Dolittle: Tail to the Chief,PG,Parental guidance suggested. May not be suitable for children.,2008,,82,brief mild language and some rude behavior,0.7,0.7,0.4,"Comedy, Family","USA, Canada",4.0,"2,472",3.1,movie,Family,True,False,False,False,True,False,False
Flicka 2,PG,Parental guidance suggested. May not be suitable for children.,2010,,82,some reckless behavior,0.7,0.7,0.4,Family,USA,6.0,"1,540",3.1,movie,Family,True,False,False,False,True,False,False
H2O: Just Add Water,TV-PG,Parental guidance suggested. May not be suitable for all children.,2009,74.0,80,,0.7,0.7,0.4,,,,,3.2,tv,Family,False,True,False,False,True,False,False
Dolphin Tale,PG,Parental guidance suggested. May not be suitable for children.,2011,,82,some mild thematic elements,0.7,0.7,0.4,"Drama, Family","Canada, United States",6.8,"26,585",3.1,movie,Family,True,False,False,False,True,False,False
Step Dogs,TV-PG,Parental guidance suggested. May not be suitable for all children.,2013,,82,,0.7,0.7,0.4,,,,,3.2,tv,Family,False,True,False,False,True,False,False
Mia and Me,TV-Y,Suitable for all ages.,2015,,82,,1.0,0.2,0.2,,,,,1.3,tv,Kids,False,True,False,False,False,True,False
Russell Madness,PG,Parental guidance suggested. May not be suitable for children.,2015,,82,some rude humor and sports action,0.7,0.7,0.4,"Family, Sport",United States,4.3,739,3.1,movie,Family,True,False,False,False,True,False,False
Wiener Dog Internationals,G,General Audiences. Suitable for all ages.,2015,,82,,1.0,0.2,0.2,,,,,1.1,movie,Kids,True,False,False,False,False,True,False
Pup Star,G,General Audiences. Suitable for all ages.,2016,,82,,1.0,0.2,0.2,"Comedy, Family",Canada,4.4,407,1.1,movie,Kids,True,False,False,False,False,True,False
Precious Puppies,TV-G,Suitable for all ages.,2003,,82,,1.0,0.2,0.2,,,,,1.2,tv,Kids,False,True,False,False,False,True,False
Beary Tales,TV-G,Suitable for all ages.,2013,,82,,1.0,0.2,0.2,,,,,1.2,tv,Kids,False,True,False,False,False,True,False
